wordKey,exp
"include","Your responsibility in this post includes dealing with the staff and taking care of the office."
"manage","They asked him if he had managed any project before."
"manage","We need to be good at managing our time if we want to be successful."
"manage","They gave him a promotion since he had managed his wing so well."
"manage","He managed to get there in the nick of time."
"manage","No matter how difficult the task is, he somehow manages to complete it successfully."
"mystery","Sherlock wanted to solve the mystery, so he went to the village to look into the crime."
"mystery","It was a complete mystery to the little boy that the old man was working with that machinery."
"mystery","It was such a mystery to her why her parents were arguing over that matter."
"mystery","His death still remains shrouded in mystery."
"mystery","The folklore is cloaked in mystery, captivating the curiosity of a lot of people."
"occur","The accident occurred at night."
"occur","If any of the symptoms occurred, see a doctor ASAP."
"opposite","The opposite of left is right."
"opposite","That was the opposite of what I thought."
"opposite","The drug appeared to have the opposite effect."
"opposite","His apartment was opposite to hers."
"plate","The plate slipped from his hand and shattered."
"plate","She put some spaghetti on the plate and began eating."
"plate","They were washing dirty plates after dinner."
"receive","He received a small box containing a letter and a book."
"receive","She received a call from her friend."
"reward","They gave him a reward for all his hard work."
"reward","There was a reward for whoever could solve the problem first."
"reward","They rewarded him with a luxury week at a hotel resort."
"set","He set the plate on the table and went to grab some yogurt."
"set","She filled out the form and set the pen on it."
"set","The committee set the meeting for next week."
"set","The best aspect of his personality is that he always sets high standards."
"set","They decided to set the prices slightly lower than the rest of the market."
"set","An arsonist is someone who deliberately sets things on fire."
"set","After a while, they decided to set the animal free."
"set","There was a set of dice on the board."
